"monoculture","no3","plight","litbiomass","year","month","day","dayofyear","plot","subplot","abvbiomass","totaln","exp","yearest","atissN","age","fg"
"Anemone cylindrica",0.064,NA,NA,1997,8,25,237,22,0,53.347,0.0718992958,"e111",1992,0.0112592754,5,"F"
"Agastache foeniculum",0.20387,NA,NA,1997,7,14,195,23.1,0,16.26,0.0718992958,"e111",1992,0.0142700272,5,"F"
"Agastache foeniculum",0.057,NA,NA,1997,8,25,237,23.1,0,16.26,0.0718992958,"e111",1992,0.0142700272,5,"F"
"Desmodium canadense",0.298026,NA,NA,1997,7,14,195,23.2,0,358,0.0718992958,"e111",1992,0.0192664764,5,"L"
"Desmodium canadense",0.1037,NA,NA,1997,8,25,237,23.2,0,358,0.0718992958,"e111",1992,0.0192664764,5,"L"
"Calamovilfa longifolia",0.207345,NA,NA,1997,7,14,195,25.1,0,53.478,0.0718992958,"e111",1992,0.0128825464,5,"C4"
"Calamovilfa longifolia",0.0831,NA,NA,1997,8,25,237,25.1,0,53.478,0.0718992958,"e111",1992,0.0128825464,5,"C4"
"Lupinus perennis",0.69477,NA,NA,1997,7,14,195,25.2,0,632.043,0.0718992958,"e111",1992,0.0142509093,5,"L"
"Lupinus perennis",0.7476,NA,NA,1997,8,25,237,25.2,0,632.043,0.0718992958,"e111",1992,0.0142509093,5,"L"
"Calamovilfa longifolia",0.42579,NA,NA,1997,7,14,195,26.2,0,48.913,0.0718992958,"e111",1992,0.0093493702,5,"C4"
"Calamovilfa longifolia",0.073,NA,NA,1997,8,25,237,26.2,0,48.913,0.0718992958,"e111",1992,0.0093493702,5,"C4"
"Asclepias syriaca",0.272129,NA,NA,1997,7,14,195,27,0,37.348,0.0718992958,"e111",1992,0.0192821335,5,"F"
"Asclepias syriaca",0.1261,NA,NA,1997,8,25,237,27,0,37.348,0.0718992958,"e111",1992,0.0192821335,5,"F"
"Achillea millefolium(lanulosa)",0.393914,NA,NA,1997,7,14,195,28,0,20.696,0.0718992958,"e111",1992,0.0124313958,5,"F"
"Achillea millefolium(lanulosa)",0.0673,NA,NA,1997,8,25,237,28,0,20.696,0.0718992958,"e111",1992,0.0124313958,5,"F"
"Asclepias tuberosa",0.343645,NA,NA,1997,7,14,195,29,0,36.174,0.0718992958,"e111",1992,0.0154377663,5,"F"
"Asclepias tuberosa",0.0816,NA,NA,1997,8,25,237,29,0,36.174,0.0718992958,"e111",1992,0.0154377663,5,"F"
"Petalostemum candidum",1.143692,NA,NA,1997,7,14,195,30.1,0,456.392,0.0718992958,"e111",1992,0.0184659654,5,"L"
"Petalostemum candidum",0.2713,NA,NA,1997,8,25,237,30.1,0,456.392,0.0718992958,"e111",1992,0.0184659654,5,"L"
"Bouteloua curtipendula",0.373975,NA,NA,1997,7,14,195,31,0,13,0.0718992958,"e111",1992,0.0119890059,5,"C4"
"Bouteloua curtipendula",0.0643,NA,NA,1997,8,25,237,31,0,13,0.0718992958,"e111",1992,0.0119890059,5,"C4"
"Petalostemum purpureum",1.08239,NA,NA,1997,7,14,195,32.2,0,502.479,0.0718992958,"e111",1992,0.0206449217,5,"L"
"Petalostemum purpureum",0.3075,NA,NA,1997,8,25,237,32.2,0,502.479,0.0718992958,"e111",1992,0.0206449217,5,"L"
"Solidago rigida",0.063261,NA,NA,1997,7,14,195,34,0,30.957,0.0718992958,"e111",1992,0.0098275,5,"F"
"Solidago rigida",0.0978,NA,NA,1997,8,25,237,34,0,30.957,0.0718992958,"e111",1992,0.0098275,5,"F"
"Solidago rigida",0.168706,NA,NA,1997,7,14,195,35,0,94.826,0.0718992958,"e111",1992,0.0094354,5,"F"
"Solidago rigida",0.0539,NA,NA,1997,8,25,237,35,0,94.826,0.0718992958,"e111",1992,0.0094354,5,"F"
"Solidago nemoralis",0.363938,NA,NA,1997,7,14,195,37,0,51.13,0.0718992958,"e111",1992,0.0121425755,5,"F"
"Solidago nemoralis",0.1351,NA,NA,1997,8,25,237,37,0,51.13,0.0718992958,"e111",1992,0.0121425755,5,"F"
"Panicum virgatum",0.531688,NA,NA,1997,7,14,195,40,0,79.33,0.0718992958,"e111",1992,0.011318842,5,"C4"
"Panicum virgatum",0.1095,NA,NA,1997,8,25,237,40,0,79.33,0.0718992958,"e111",1992,0.011318842,5,"C4"
"Koeleria cristata",0.128442,NA,NA,1997,7,14,195,42,0,68.261,0.0718992958,"e111",1992,0.0105568523,5,"C3"
"Koeleria cristata",0.032,NA,NA,1997,8,25,237,42,0,68.261,0.0718992958,"e111",1992,0.0105568523,5,"C3"
"Andropogon gerardi",0.264225,NA,NA,1997,7,14,195,43,0,30.087,0.0718992958,"e111",1992,0.0090845809,5,"C4"
"Andropogon gerardi",0.0449,NA,NA,1997,8,25,237,43,0,30.087,0.0718992958,"e111",1992,0.0090845809,5,"C4"
"Astragalus canadensis",0.467053,NA,NA,1997,7,14,195,44.2,0,44.783,0.0718992958,"e111",1992,NA,5,"L"
"Astragalus canadensis",0.3246,NA,NA,1997,8,25,237,44.2,0,44.783,0.0718992958,"e111",1992,NA,5,"L"
"Agropyron repens",0.271874,NA,NA,1997,7,14,195,46,0,11,0.0718992958,"e111",1992,0.0153223808,5,"C3"
"Agropyron repens",0.1009,NA,NA,1997,8,25,237,46,0,11,0.0718992958,"e111",1992,0.0153223808,5,"C3"
"Asclepias verticillata",0.24465,NA,NA,1997,7,14,195,47.1,0,39.917,0.0718992958,"e111",1992,0.014972346,5,"F"
"Asclepias verticillata",0.0846,NA,NA,1997,8,25,237,47.1,0,39.917,0.0718992958,"e111",1992,0.014972346,5,"F"
"Petalostemum candidum",1.002804,NA,NA,1997,7,14,195,50.2,0,259.483,0.0718992958,"e111",1992,0.0190634052,5,"L"
"Petalostemum candidum",0.2371,NA,NA,1997,8,25,237,50.2,0,259.483,0.0718992958,"e111",1992,0.0190634052,5,"L"
"Ambrosia artemisiifolia elatior",0.249348,NA,NA,1997,7,14,195,51.2,0,27.043,0.0718992958,"e111",1992,0.0166574584,5,"F"
"Ambrosia artemisiifolia elatior",0.0697,NA,NA,1997,8,25,237,51.2,0,27.043,0.0718992958,"e111",1992,0.0166574584,5,"F"
"Aster azureus",0.74205,NA,NA,1997,7,14,195,54.2,0,48.087,0.0718992958,"e111",1992,0.0108728211,5,"F"
"Aster azureus",0.1194,NA,NA,1997,8,25,237,54.2,0,48.087,0.0718992958,"e111",1992,0.0108728211,5,"F"
"Penstemon grandiflorus",0.148765,NA,NA,1997,7,14,195,55,0,161.697,0.0718992958,"e111",1992,0.0116870817,5,"F"
"Penstemon grandiflorus",0.0736,NA,NA,1997,8,25,237,55,0,161.697,0.0718992958,"e111",1992,0.0116870817,5,"F"
"Sorghastrum nutans",0.317354,NA,NA,1997,7,14,195,56,0,50.261,0.0718992958,"e111",1992,0.007150888,5,"C4"
"Sorghastrum nutans",0.0614,NA,NA,1997,8,25,237,56,0,50.261,0.0718992958,"e111",1992,0.007150888,5,"C4"
"Coreopsis palmata",0.14887,NA,NA,1997,7,14,195,57.1,0,93.391,0.0718992958,"e111",1992,0.0078836418,5,"F"
"Coreopsis palmata",0.0587,NA,NA,1997,8,25,237,57.1,0,93.391,0.0718992958,"e111",1992,0.0078836418,5,"F"
"Aster azureus",0.545336,NA,NA,1997,7,14,195,58.1,0,13.826,0.0718992958,"e111",1992,0.0146518494,5,"F"
"Aster azureus",0.0515,NA,NA,1997,8,25,237,58.1,0,13.826,0.0718992958,"e111",1992,0.0146518494,5,"F"
"Petalostemum purpureum",0.947857,NA,NA,1997,7,14,195,58.2,0,172.783,0.0718992958,"e111",1992,0.0213906311,5,"L"
"Petalostemum purpureum",0.1651,NA,NA,1997,8,25,237,58.2,0,172.783,0.0718992958,"e111",1992,0.0213906311,5,"L"
"Coreopsis palmata",0.01597,NA,NA,1997,7,14,195,61.2,0,71.869,0.0718992958,"e111",1992,0.0078151934,5,"F"
"Coreopsis palmata",0.0468,NA,NA,1997,8,25,237,61.2,0,71.869,0.0718992958,"e111",1992,0.0078151934,5,"F"
"Petalostemum villosum",0.758124,NA,NA,1997,7,14,195,63.1,0,183.826,0.0718992958,"e111",1992,0.0189287634,5,"L"
"Petalostemum villosum",0.1323,NA,NA,1997,8,25,237,63.1,0,183.826,0.0718992958,"e111",1992,0.0189287634,5,"L"
"Agropyron repens",0.265781,NA,NA,1997,7,14,195,64,0,17.434,0.0718992958,"e111",1992,0.014258338,5,"C3"
"Agropyron repens",0.0338,NA,NA,1997,8,25,237,64,0,17.434,0.0718992958,"e111",1992,0.014258338,5,"C3"
"Penstemon grandiflorus",0.386656,NA,NA,1997,7,14,195,68,0,33.956,0.0718992958,"e111",1992,0.0098134081,5,"F"
"Penstemon grandiflorus",0.0453,NA,NA,1997,8,25,237,68,0,33.956,0.0718992958,"e111",1992,0.0098134081,5,"F"
"Liatris aspera",0.126882,NA,NA,1997,7,14,195,70,0,42.87,0.0718992958,"e111",1992,0.0077649743,5,"F"
"Liatris aspera",0.0527,NA,NA,1997,8,25,237,70,0,42.87,0.0718992958,"e111",1992,0.0077649743,5,"F"
"Koeleria cristata",0.198246,NA,NA,1997,7,14,195,71,0,52.522,0.0718992958,"e111",1992,0.0121730181,5,"C3"
"Koeleria cristata",0.0148,NA,NA,1997,8,25,237,71,0,52.522,0.0718992958,"e111",1992,0.0121730181,5,"C3"
"Ambrosia artemisiifolia elatior",0.256677,NA,NA,1997,7,14,195,72.2,0,15.043,0.0718992958,"e111",1992,0.0193940293,5,"F"
"Ambrosia artemisiifolia elatior",0.0764,NA,NA,1997,8,25,237,72.2,0,15.043,0.0718992958,"e111",1992,0.0193940293,5,"F"
"Poa pratensis",0.211128,NA,NA,1997,7,14,195,73,0,31.517,0.0718992958,"e111",1992,0.0134812009,5,"C3"
"Poa pratensis",0.0522,NA,NA,1997,8,25,237,73,0,31.517,0.0718992958,"e111",1992,0.0134812009,5,"C3"
"Solidago speciosa",0.104745,NA,NA,1997,7,14,195,78,0,224.608,0.0718992958,"e111",1992,0.0094645964,5,"F"
"Solidago speciosa",0.0457,NA,NA,1997,8,25,237,78,0,224.608,0.0718992958,"e111",1992,0.0094645964,5,"F"
"Lespedeza capitata",0.610077,NA,NA,1997,7,14,195,79,0,357.434,0.0718992958,"e111",1992,0.0198611802,5,"L"
"Lespedeza capitata",0.142,NA,NA,1997,8,25,237,79,0,357.434,0.0718992958,"e111",1992,0.0198611802,5,"L"
"Rudbeckia serotina",0.667717,NA,NA,1997,7,14,195,80,0,86.305,0.0718992958,"e111",1992,0.0140111759,5,"F"
"Rudbeckia serotina",0.0755,NA,NA,1997,8,25,237,80,0,86.305,0.0718992958,"e111",1992,0.0140111759,5,"F"
"Desmodium canadense",0.765944,NA,NA,1997,7,14,195,81.2,0,93.174,0.0718992958,"e111",1992,0.0227244526,5,"L"
"Desmodium canadense",0.2947,NA,NA,1997,8,25,237,81.2,0,93.174,0.0718992958,"e111",1992,0.0227244526,5,"L"
"Coreopsis palmata",NA,NA,NA,1997,7,14,195,82.1,0,111.47,0.0718992958,"e111",1992,0.008198307,5,"F"
"Coreopsis palmata",0.0259,NA,NA,1997,8,25,237,82.1,0,111.47,0.0718992958,"e111",1992,0.008198307,5,"F"
"Poa pratensis",0.100012,NA,NA,1997,7,14,195,83,0,17.609,0.0718992958,"e111",1992,0.0130971355,5,"C3"
"Poa pratensis",0.0357,NA,NA,1997,8,25,237,83,0,17.609,0.0718992958,"e111",1992,0.0130971355,5,"C3"
"Solidago nemoralis",0.24118,NA,NA,1997,7,14,195,84,0,63.304,0.0718992958,"e111",1992,0.0116173553,5,"F"
"Solidago nemoralis",0.0295,NA,NA,1997,8,25,237,84,0,63.304,0.0718992958,"e111",1992,0.0116173553,5,"F"
"Lespedeza capitata",0.494013,NA,NA,1997,7,14,195,85,0,271.652,0.0718992958,"e111",1992,0.0200533814,5,"L"
"Lespedeza capitata",0.0579,NA,NA,1997,8,25,237,85,0,271.652,0.0718992958,"e111",1992,0.0200533814,5,"L"
"Solidago nemoralis",0.060952,NA,NA,1997,7,14,195,86,0,37.479,0.0718992958,"e111",1992,0.0107293333,5,"F"
"Solidago nemoralis",0.0295,NA,NA,1997,8,25,237,86,0,37.479,0.0718992958,"e111",1992,0.0107293333,5,"F"
"Desmodium canadense",0.715488,NA,NA,1997,7,14,195,87.1,0,641.739,0.0718992958,"e111",1992,0.018947411,5,"L"
"Desmodium canadense",0.0987,NA,NA,1997,8,25,237,87.1,0,641.739,0.0718992958,"e111",1992,0.018947411,5,"L"
"Ambrosia artemisiifolia elatior",0.423472,NA,NA,1997,7,14,195,87.2,0,44.392,0.0718992958,"e111",1992,0.0159806107,5,"F"
"Ambrosia artemisiifolia elatior",0.0744,NA,NA,1997,8,25,237,87.2,0,44.392,0.0718992958,"e111",1992,0.0159806107,5,"F"
"Lupinus perennis",1.187163,NA,NA,1997,7,14,195,88.1,0,915.087,0.0718992958,"e111",1992,0.0158380015,5,"L"
"Lupinus perennis",0.6586,NA,NA,1997,8,25,237,88.1,0,915.087,0.0718992958,"e111",1992,0.0158380015,5,"L"
"Petalostemum purpureum",0.470942,NA,NA,1997,7,14,195,88.2,0,267.044,0.0718992958,"e111",1992,0.0190472353,5,"L"
"Petalostemum purpureum",0.2867,NA,NA,1997,8,25,237,88.2,0,267.044,0.0718992958,"e111",1992,0.0190472353,5,"L"
"Anemone cylindrica",0.168806,NA,NA,1997,7,14,195,89,0,60.217,0.0718992958,"e111",1992,0.0099312403,5,"F"
"Anemone cylindrica",0.0605,NA,NA,1997,8,25,237,89,0,60.217,0.0718992958,"e111",1992,0.0099312403,5,"F"
"Agastache foeniculum",0.275047,NA,NA,1997,7,14,195,91.2,0,18.914,0.0718992958,"e111",1992,0.0198951985,5,"F"
"Agastache foeniculum",0.0721,NA,NA,1997,8,25,237,91.2,0,18.914,0.0718992958,"e111",1992,0.0198951985,5,"F"
"Liatris aspera",0.086206,NA,NA,1997,7,14,195,93,0,110.826,0.0718992958,"e111",1992,0.0066830107,5,"F"
"Liatris aspera",0.0896,NA,NA,1997,8,25,237,93,0,110.826,0.0718992958,"e111",1992,0.0066830107,5,"F"
"Stipa spartea",0.369657,NA,NA,1997,7,14,195,94,0,59.044,0.0718992958,"e111",1992,0.0083978657,5,"C3"
"Stipa spartea",0.06,NA,NA,1997,8,25,237,94,0,59.044,0.0718992958,"e111",1992,0.0083978657,5,"C3"
"Sorghastrum nutans",0.101685,NA,NA,1997,7,14,195,95,0,63.653,0.0718992958,"e111",1992,0.0090784217,5,"C4"
"Sorghastrum nutans",0.0427,NA,NA,1997,8,25,237,95,0,63.653,0.0718992958,"e111",1992,0.0090784217,5,"C4"
"Asclepias tuberosa",0.230142,NA,NA,1997,7,14,195,96,0,63.521,0.0718992958,"e111",1992,0.0168516023,5,"F"
"Asclepias tuberosa",0.0724,NA,NA,1997,8,25,237,96,0,63.521,0.0718992958,"e111",1992,0.0168516023,5,"F"
"Lespedeza capitata",0.26004,NA,NA,1997,7,14,195,97,0,267.174,0.0718992958,"e111",1992,0.0214920085,5,"L"
"Lespedeza capitata",0.0726,NA,NA,1997,8,25,237,97,0,267.174,0.0718992958,"e111",1992,0.0214920085,5,"L"
"Sorghastrum nutans",0.133203,NA,NA,1997,7,14,195,98,0,52.347,0.0718992958,"e111",1992,0.0084210459,5,"C4"
"Sorghastrum nutans",0.0399,NA,NA,1997,8,25,237,98,0,52.347,0.0718992958,"e111",1992,0.0084210459,5,"C4"
"Solidago nemoralis",0.233923,NA,NA,1997,7,14,195,99,0,28.609,0.0718992958,"e111",1992,0.0128362823,5,"F"
"Solidago nemoralis",0.0531,NA,NA,1997,8,25,237,99,0,28.609,0.0718992958,"e111",1992,0.0128362823,5,"F"
"Potentilla arguta",0.233091,NA,NA,1997,7,14,195,100,0,75.999,0.0718992958,"e111",1992,0.0057162088,5,"F"
"Potentilla arguta",0.0489,NA,NA,1997,8,25,237,100,0,75.999,0.0718992958,"e111",1992,0.0057162088,5,"F"
"Bouteloua curtipendula",0.11586,NA,NA,1997,7,14,195,101,0,23.609,0.0718992958,"e111",1992,0.0100987701,5,"C4"
"Bouteloua curtipendula",0.0403,NA,NA,1997,8,25,237,101,0,23.609,0.0718992958,"e111",1992,0.0100987701,5,"C4"
"Penstemon grandiflorus",0.113178,NA,NA,1997,7,14,195,102,0,38.652,0.0718992958,"e111",1992,0.0091745416,5,"F"
"Penstemon grandiflorus",0.0376,NA,NA,1997,8,25,237,102,0,38.652,0.0718992958,"e111",1992,0.0091745416,5,"F"
"Aster ericoides",0.18057,NA,NA,1997,7,14,195,103.2,0,49.652,0.0718992958,"e111",1992,0.0093544999,5,"F"
"Aster ericoides",0.0467,NA,NA,1997,8,25,237,103.2,0,49.652,0.0718992958,"e111",1992,0.0093544999,5,"F"
"Agropyron repens",0.734942,NA,NA,1997,7,14,195,109,0,17.827,0.0718992958,"e111",1992,0.0145587461,5,"C3"
"Agropyron repens",0.0703,NA,NA,1997,8,25,237,109,0,17.827,0.0718992958,"e111",1992,0.0145587461,5,"C3"
"Bouteloua curtipendula",0.134365,NA,NA,1997,7,14,195,111,0,59.913,0.0718992958,"e111",1992,0.0082538935,5,"C4"
"Bouteloua curtipendula",0.045,NA,NA,1997,8,25,237,111,0,59.913,0.0718992958,"e111",1992,0.0082538935,5,"C4"
"Agrostis scabra",0.925692,NA,NA,1997,7,14,195,114,0,36.696,0.0718992958,"e111",1992,0.0128900724,5,"C3"
"Agrostis scabra",0.1443,NA,NA,1997,8,25,237,114,0,36.696,0.0718992958,"e111",1992,0.0128900724,5,"C3"
"Panicum virgatum",0.139902,NA,NA,1997,7,14,195,116,0,43.13,0.0718992958,"e111",1992,0.0097054618,5,"C4"
"Panicum virgatum",0.0906,NA,NA,1997,8,25,237,116,0,43.13,0.0718992958,"e111",1992,0.0097054618,5,"C4"
"Agrostis scabra",0.467556,NA,NA,1997,7,14,195,117,0,10.457,0.0718992958,"e111",1992,0.0132318856,5,"C3"
"Agrostis scabra",0.1376,NA,NA,1997,8,25,237,117,0,10.457,0.0718992958,"e111",1992,0.0132318856,5,"C3"
"Bouteloua curtipendula",0.409917,NA,NA,1997,7,14,195,118,0,49.287,0.0718992958,"e111",1992,0.0101975029,5,"C4"
"Bouteloua curtipendula",0.0875,NA,NA,1997,8,25,237,118,0,49.287,0.0718992958,"e111",1992,0.0101975029,5,"C4"
"Schizachyrium scoparium",0.031286,NA,NA,1997,7,14,195,119,0,71.391,0.0718992958,"e111",1992,0.0064260949,5,"C4"
"Schizachyrium scoparium",0.083,NA,NA,1997,8,25,237,119,0,71.391,0.0718992958,"e111",1992,0.0064260949,5,"C4"
"Solidago rigida",0.09025,NA,NA,1997,7,14,195,121,0,81,0.0718992958,"e111",1992,0.0088289,5,"F"
"Solidago rigida",0.098,NA,NA,1997,8,25,237,121,0,81,0.0718992958,"e111",1992,0.0088289,5,"F"
"Schizachyrium scoparium",0.050809,NA,NA,1997,7,14,195,122,0,76.435,0.0718992958,"e111",1992,0.0063259233,5,"C4"
"Schizachyrium scoparium",0.0809,NA,NA,1997,8,25,237,122,0,76.435,0.0718992958,"e111",1992,0.0063259233,5,"C4"
"Anemone cylindrica",0.267225,NA,NA,1997,7,14,195,123,0,113.391,0.0718992958,"e111",1992,0.0107056009,5,"F"
"Anemone cylindrica",0.0676,NA,NA,1997,8,25,237,123,0,113.391,0.0718992958,"e111",1992,0.0107056009,5,"F"
"Asclepias tuberosa",0.535574,NA,NA,1997,7,14,195,124,0,71.696,0.0718992958,"e111",1992,0.013751836,5,"F"
"Asclepias tuberosa",0.1066,NA,NA,1997,8,25,237,124,0,71.696,0.0718992958,"e111",1992,0.013751836,5,"F"
"Rudbeckia serotina",0.73847,NA,NA,1997,7,14,195,125,0,141.26,0.0718992958,"e111",1992,0.0108224198,5,"F"
"Rudbeckia serotina",0.1309,NA,NA,1997,8,25,237,125,0,141.26,0.0718992958,"e111",1992,0.0108224198,5,"F"
"Andropogon gerardi",0.145108,NA,NA,1997,7,14,195,126,0,107.826,0.0718992958,"e111",1992,0.008584922,5,"C4"
"Andropogon gerardi",0.0939,NA,NA,1997,8,25,237,126,0,107.826,0.0718992958,"e111",1992,0.008584922,5,"C4"
"Stipa spartea",0.485096,NA,NA,1997,7,14,195,127,0,23.825,0.0718992958,"e111",1992,0.0083239259,5,"C3"
"Stipa spartea",0.1207,NA,NA,1997,8,25,237,127,0,23.825,0.0718992958,"e111",1992,0.0083239259,5,"C3"
"Stipa spartea",0.5455,NA,NA,1997,7,14,195,128,0,34.174,0.0718992958,"e111",1992,0.0078762242,5,"C3"
"Stipa spartea",0.0951,NA,NA,1997,8,25,237,128,0,34.174,0.0718992958,"e111",1992,0.0078762242,5,"C3"
"Coreopsis palmata",0.499389,NA,NA,1997,7,14,195,129.1,0,96.087,0.0718992958,"e111",1992,0.0087849815,5,"F"
"Coreopsis palmata",0.1293,NA,NA,1997,8,25,237,129.1,0,96.087,0.0718992958,"e111",1992,0.0087849815,5,"F"
"Desmodium canadense",0.304481,NA,NA,1997,7,14,195,129.2,0,82.913,0.0718992958,"e111",1992,0.0180083355,5,"L"
"Desmodium canadense",0.3977,NA,NA,1997,8,25,237,129.2,0,82.913,0.0718992958,"e111",1992,0.0180083355,5,"L"
"Stipa spartea",0.424204,NA,NA,1997,7,14,195,132,0,76.391,0.0718992958,"e111",1992,0.0105592945,5,"C3"
"Stipa spartea",0.1342,NA,NA,1997,8,25,237,132,0,76.391,0.0718992958,"e111",1992,0.0105592945,5,"C3"
"Asclepias syriaca",0.458318,NA,NA,1997,7,14,195,136,0,24.044,0.0718992958,"e111",1992,0.0155597966,5,"F"
"Asclepias syriaca",0.0936,NA,NA,1997,8,25,237,136,0,24.044,0.0718992958,"e111",1992,0.0155597966,5,"F"
"Koeleria cristata",0.149231,NA,NA,1997,7,14,195,137,0,43.696,0.0718992958,"e111",1992,0.0119651047,5,"C3"
"Koeleria cristata",0.07,NA,NA,1997,8,25,237,137,0,43.696,0.0718992958,"e111",1992,0.0119651047,5,"C3"
"Andropogon gerardi",0.276702,NA,NA,1997,7,14,195,139,0,62.174,0.0718992958,"e111",1992,0.0093122361,5,"C4"
"Andropogon gerardi",0.0627,NA,NA,1997,8,25,237,139,0,62.174,0.0718992958,"e111",1992,0.0093122361,5,"C4"
"Lespedeza capitata",0.656363,NA,NA,1997,7,14,195,140,0,280.478,0.0718992958,"e111",1992,0.0197977647,5,"L"
"Lespedeza capitata",0.2159,NA,NA,1997,8,25,237,140,0,280.478,0.0718992958,"e111",1992,0.0197977647,5,"L"
"Rudbeckia serotina",0.461932,NA,NA,1997,7,14,195,142,0,63.043,0.0718992958,"e111",1992,0.0133816928,5,"F"
"Rudbeckia serotina",0.1257,NA,NA,1997,8,25,237,142,0,63.043,0.0718992958,"e111",1992,0.0133816928,5,"F"
"Penstemon grandiflorus",0.343506,NA,NA,1997,7,14,195,143,0,78.826,0.0718992958,"e111",1992,0.011884021,5,"F"
"Penstemon grandiflorus",0.1098,NA,NA,1997,8,25,237,143,0,78.826,0.0718992958,"e111",1992,0.011884021,5,"F"
"Petalostemum candidum",0.780046,NA,NA,1997,7,14,195,145.1,0,105.043,0.0718992958,"e111",1992,0.0176219254,5,"L"
"Petalostemum candidum",0.2291,NA,NA,1997,8,25,237,145.1,0,105.043,0.0718992958,"e111",1992,0.0176219254,5,"L"
"Aster ericoides",0.435817,NA,NA,1997,7,14,195,145.2,0,53.304,0.0718992958,"e111",1992,0.0094711215,5,"F"
"Aster ericoides",0.1155,NA,NA,1997,8,25,237,145.2,0,53.304,0.0718992958,"e111",1992,0.0094711215,5,"F"
"Calamovilfa longifolia",0.058131,NA,NA,1997,7,14,195,146.1,0,100,0.0718992958,"e111",1992,0.0110593795,5,"C4"
"Calamovilfa longifolia",0.1074,NA,NA,1997,8,25,237,146.1,0,100,0.0718992958,"e111",1992,0.0110593795,5,"C4"
"Petalostemum villosum",0.23045,NA,NA,1997,7,14,195,146.2,0,184.479,0.0718992958,"e111",1992,0.0182520835,5,"L"
"Petalostemum villosum",0.1478,NA,NA,1997,8,25,237,146.2,0,184.479,0.0718992958,"e111",1992,0.0182520835,5,"L"
"Asclepias syriaca",0.263438,NA,NA,1997,7,14,195,147,0,38.305,0.0718992958,"e111",1992,0.0188527323,5,"F"
"Asclepias syriaca",0.2118,NA,NA,1997,8,25,237,147,0,38.305,0.0718992958,"e111",1992,0.0188527323,5,"F"
"Panicum virgatum",0.182642,NA,NA,1997,7,14,195,148,0,87.039,0.0718992958,"e111",1992,0.0087103124,5,"C4"
"Panicum virgatum",0.1033,NA,NA,1997,8,25,237,148,0,87.039,0.0718992958,"e111",1992,0.0087103124,5,"C4"
"Poa pratensis",0.279871,NA,NA,1997,7,14,195,149,0,23.696,0.0718992958,"e111",1992,0.0137708493,5,"C3"
"Poa pratensis",0.0686,NA,NA,1997,8,25,237,149,0,23.696,0.0718992958,"e111",1992,0.0137708493,5,"C3"
"Potentilla arguta",0.786055,NA,NA,1997,7,14,195,150,0,145.652,0.0718992958,"e111",1992,0.0079398714,5,"F"
"Potentilla arguta",0.1186,NA,NA,1997,8,25,237,150,0,145.652,0.0718992958,"e111",1992,0.0079398714,5,"F"
"Petalostemum candidum",0.677509,NA,NA,1997,7,14,195,155.1,0,91.044,0.0718992958,"e111",1992,0.0179765464,5,"L"
"Petalostemum candidum",0.2496,NA,NA,1997,8,25,237,155.1,0,91.044,0.0718992958,"e111",1992,0.0179765464,5,"L"
"Calamovilfa longifolia",0.54118,NA,NA,1997,7,14,195,155.2,0,86.479,0.0718992958,"e111",1992,0.0144920269,5,"C4"
"Calamovilfa longifolia",0.0834,NA,NA,1997,8,25,237,155.2,0,86.479,0.0718992958,"e111",1992,0.0144920269,5,"C4"
"Agropyron repens",0.597935,NA,NA,1997,7,14,195,156,0,26.305,0.0718992958,"e111",1992,0.0160269135,5,"C3"
"Agropyron repens",0.0754,NA,NA,1997,8,25,237,156,0,26.305,0.0718992958,"e111",1992,0.0160269135,5,"C3"
"Schizachyrium scoparium",NA,NA,NA,1997,7,14,195,158,0,72.304,0.0718992958,"e111",1992,0.0062452068,5,"C4"
"Schizachyrium scoparium",0.0312,NA,NA,1997,8,25,237,158,0,72.304,0.0718992958,"e111",1992,0.0062452068,5,"C4"
"Solidago speciosa",0.339725,NA,NA,1997,7,14,195,159,0,76.869,0.0718992958,"e111",1992,0.0074115336,5,"F"
"Solidago speciosa",0.0627,NA,NA,1997,8,25,237,159,0,76.869,0.0718992958,"e111",1992,0.0074115336,5,"F"
"Lespedeza capitata",0.3329,0.72925269,0,1997,8,NA,212,2,0,98.5880791506,NA,"e120",1994,0.0161779,3,"L"
"Andropogon gerardi",0.0799,0.77361111,0,1997,8,NA,212,5,0,45.3503772003,NA,"e120",1994,0.0105565,3,"C4"
"Achillea millefolium(lanulosa)",0.2454,0.71184783,0,1997,8,NA,212,11,0,117.2200556031,NA,"e120",1994,0.0090447,3,"F"
"Asclepias tuberosa",0.3286,0.82276147,0,1997,8,NA,212,16,0,67.7076331081,NA,"e120",1994,0.0130424,3,"F"
"Amorpha canescens",NA,0.85324232,0,1997,8,NA,212,20,0,28.0414233016,NA,"e120",1994,NA,3,"L"
"Lespedeza capitata",0.2131,0.55977218,0,1997,8,NA,212,29,0,182.3361453357,NA,"e120",1994,0.0173448,3,"L"
"Schizachyrium scoparium",0,0.69886948,0,1997,8,NA,212,31,0,51.4467271927,NA,"e120",1994,0.0082938,3,"C4"
"Andropogon gerardi",0.0446,0.87509239,0,1997,8,NA,212,32,0,51.6165,NA,"e120",1994,0.0097413,3,"C4"
"Achillea millefolium(lanulosa)",NA,0.81768071,0,1997,8,NA,212,69,0,68.8456366928,NA,"e120",1994,NA,3,"F"
