monoculture,no3,plight,litbiomass,year,month,day,dayofyear,plot,subplot,abvbiomass,totaln,exp,yearest,atissN,age,fg
Agropyron repens,0.1693,NA,4.75,1989,6,28,179,3,33,25.5,0.008424,e026,1985,NA,4,C3
Andropogon gerardi,0.0351,NA,23.25,1989,7,13,194,3,36,45.5,0.008407,e026,1985,NA,4,C4
Poa pratensis,0.161,NA,NA,1989,6,28,179,3,37,NA,0.009341,e026,1985,NA,4,C3
Schizachyrium scoparium,0.2056,NA,NA,1989,6,28,179,3,38,NA,0.009353,e026,1985,NA,4,C4
Poa pratensis,0.123,NA,NA,1989,6,28,179,3,40,NA,0.010684,e026,1985,NA,4,C3
Schizachyrium scoparium,0.1457,NA,NA,1989,6,28,179,3,50,NA,0.010925,e026,1985,NA,4,C4
Agrostis scabra,0.1292,NA,2.5,1989,6,28,179,3,51,12.25,0.011824,e026,1985,NA,4,C3
Agrostis scabra,0.1809,NA,6,1989,6,28,179,3,52,54.5,0.012725,e026,1985,NA,4,C3
Agropyron repens,0.2131,NA,NA,1989,6,28,179,3,57,NA,0.008772,e026,1985,NA,4,C3
Poa pratensis,0.3195,NA,NA,1989,6,28,179,4,1,NA,0.039987,e026,1985,NA,4,C3
Agrostis scabra,0.0989,NA,NA,1989,6,28,179,4,5,NA,0.052483,e026,1985,NA,4,C3
Agropyron repens,0.0921,NA,64,1989,6,28,179,4,7,81.75,0.055176,e026,1985,NA,4,C3
Agropyron repens,0.171,NA,NA,1989,6,28,179,4,11,NA,0.055019,e026,1985,NA,4,C3
Agrostis scabra,0.4495,NA,83.25,1989,6,28,179,4,17,276.25,0.074981,e026,1985,NA,4,C3
Agrostis scabra,0.3857,NA,24,1989,6,28,179,4,18,264.5,0.069666,e026,1985,NA,4,C3
Agrostis scabra,0.273,NA,165.75,1989,6,28,179,4,19,223,0.062294,e026,1985,NA,4,C3
Andropogon gerardi,0.3266,NA,42.75,1989,7,13,194,4,30,99.25,0.070039,e026,1985,NA,4,C4
Agropyron repens,0.2539,NA,103.25,1989,6,28,179,4,31,68.5,0.064094,e026,1985,NA,4,C3
Agropyron repens,0.2574,NA,38,1989,6,28,179,4,34,81.75,0.062414,e026,1985,NA,4,C3
Schizachyrium scoparium,0.22,NA,NA,1989,6,28,179,4,37,NA,0.06146,e026,1985,NA,4,C4
Agrostis scabra,0.21,NA,NA,1989,6,28,179,4,38,NA,0.058561,e026,1985,NA,4,C3
Poa pratensis,0.186,NA,NA,1989,6,28,179,4,40,NA,0.047239,e026,1985,NA,4,C3
Agrostis scabra,0.3926,NA,51.25,1989,6,28,179,4,45,252,0.062282,e026,1985,NA,4,C3
Agrostis scabra,0.3251,NA,17.25,1989,6,28,179,4,54,168,0.056298,e026,1985,NA,4,C3
Agrostis scabra,0.3901,NA,85.5,1989,6,28,179,4,55,221,0.053913,e026,1985,NA,4,C3
Andropogon gerardi,0.3461,NA,39.25,1989,7,13,194,4,57,82.25,0.051275,e026,1985,NA,4,C4
Agropyron repens,0.2775,NA,45.75,1989,6,28,179,4,59,64.5,0.048587,e026,1985,NA,4,C3
Schizachyrium scoparium,0.22,NA,NA,1989,6,28,179,4,62,NA,0.049652,e026,1985,NA,4,C4
Poa pratensis,0.2283,NA,NA,1989,6,28,179,4,63,NA,0.047007,e026,1985,NA,4,C3
Schizachyrium scoparium,0.4989,NA,NA,1989,6,28,179,4,64,NA,0.0493,e026,1985,NA,4,C4
Poa pratensis,0.2578,NA,NA,1989,6,28,179,5,2,NA,0.135804,e026,1985,NA,4,C3
Agropyron repens,0.3014,NA,689.75,1989,6,28,179,5,3,324.75,0.12519301,e026,1985,NA,4,C3
Andropogon gerardi,0.2091,NA,661,1989,7,13,194,5,4,480.5,0.126533,e026,1985,NA,4,C4
Schizachyrium scoparium,0.0417,NA,NA,1989,6,28,179,5,5,NA,0.131352,e026,1985,NA,4,C4
Schizachyrium scoparium,0.1268,NA,NA,1989,6,28,179,5,7,NA,0.124895,e026,1985,NA,4,C4
Agropyron repens,0.1211,NA,NA,1989,6,28,179,5,11,NA,0.126102,e026,1985,NA,4,C3
Agrostis scabra,0.6345,NA,36.25,1989,6,28,179,5,18,35,0.11339399,e026,1985,NA,4,C3
Agrostis scabra,0.679,NA,570,1989,6,28,179,5,27,92.25,0.09337,e026,1985,NA,4,C3
Agrostis scabra,0.2074,NA,NA,1989,6,28,179,5,29,NA,0.127877,e026,1985,NA,4,C3
Poa pratensis,0.1234,NA,NA,1989,6,28,179,5,30,NA,0.110939,e026,1985,NA,4,C3
Andropogon gerardi,0.2978,NA,660.25,1989,7,13,194,5,38,306.25,0.108502,e026,1985,NA,4,C4
Agrostis scabra,0.4878,NA,4.75,1989,6,28,179,5,53,30.25,0.097895,e026,1985,NA,4,C3
Agrostis scabra,0.6847,NA,0.25,1989,6,28,179,5,54,1.25,0.097822,e026,1985,NA,4,C3
Agrostis scabra,0.6237,NA,316,1989,6,28,179,5,55,158,0.090058,e026,1985,NA,4,C3
Agrostis scabra,0.6718,NA,189.75,1989,6,28,179,5,56,139.5,0.100613,e026,1985,NA,4,C3
Agrostis scabra,0.1685,NA,NA,1989,6,28,179,5,58,NA,0.081944,e026,1985,NA,4,C3
Poa pratensis,0.1271,NA,NA,1989,6,28,179,5,59,NA,0.091058,e026,1985,NA,4,C3
Schizachyrium scoparium,0.1993,NA,NA,1989,6,28,179,5,60,NA,0.112423,e026,1985,NA,4,C4
Agropyron repens,0.1105,NA,484.75,1989,6,28,179,5,61,273.5,0.094709,e026,1985,NA,4,C3
Agropyron repens,0.0839,NA,394.75,1989,6,28,179,5,62,263.75,0.069042,e026,1985,NA,4,C3
Agropyron repens,0.1655,NA,780,1989,6,28,179,5,63,341.75,0.088895,e026,1985,NA,4,C3
Agropyron repens,0.092,NA,41.5,1989,6,28,179,6,1,16.25,0.021704,e026,1985,NA,4,C3
Agropyron repens,0.1702,NA,NA,1989,6,28,179,6,2,NA,0.022553,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0372,NA,NA,1989,6,28,179,6,13,NA,0.018761,e026,1985,NA,4,C4
Agrostis scabra,0.1746,NA,23,1989,6,28,179,6,16,26.75,0.019664,e026,1985,NA,4,C3
Agrostis scabra,0.0579,NA,NA,1989,6,28,179,6,17,NA,0.021856,e026,1985,NA,4,C3
Poa pratensis,0.0395,NA,NA,1989,6,28,179,6,18,NA,0.031015,e026,1985,NA,4,C3
Agrostis scabra,0.3217,NA,2.5,1989,6,28,179,6,20,10.5,0.022573,e026,1985,NA,4,C3
Andropogon gerardi,0.1811,NA,29.5,1989,7,13,194,6,21,50.25,0.016009,e026,1985,NA,4,C4
Schizachyrium scoparium,0.0817,NA,NA,1989,6,28,179,6,25,NA,0.020208,e026,1985,NA,4,C4
Agrostis scabra,0.0615,NA,NA,1989,6,28,179,6,26,NA,0.022693,e026,1985,NA,4,C3
Agropyron repens,0.3272,NA,87,1989,6,28,179,6,29,41.75,0.021173,e026,1985,NA,4,C3
Agropyron repens,0.0871,NA,8.5,1989,6,28,179,6,31,11,0.025157,e026,1985,NA,4,C3
Poa pratensis,0.2524,NA,NA,1989,6,28,179,6,33,NA,0.021624,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0238,NA,NA,1989,6,28,179,6,35,NA,0.020049,e026,1985,NA,4,C4
Poa pratensis,0.0818,NA,NA,1989,6,28,179,6,36,NA,0.019334,e026,1985,NA,4,C3
Agropyron repens,0.1672,NA,54.25,1989,6,28,179,6,42,24.5,0.019458,e026,1985,NA,4,C3
Andropogon gerardi,0.1083,NA,6.75,1989,7,13,194,6,44,18.5,0.019692,e026,1985,NA,4,C4
Agrostis scabra,0.1111,NA,35,1989,6,28,179,6,46,86.75,0.019353,e026,1985,NA,4,C3
Agrostis scabra,0.1338,NA,15.5,1989,6,28,179,6,48,40,0.020461,e026,1985,NA,4,C3
Agrostis scabra,0.2275,NA,18.5,1989,6,28,179,6,51,100.75,0.019971,e026,1985,NA,4,C3
Agrostis scabra,0.1529,NA,11.75,1989,6,28,179,6,52,173.5,0.020131,e026,1985,NA,4,C3
Agrostis scabra,0.4745,NA,108.25,1989,6,28,179,7,1,144.5,0.110597,e026,1985,NA,4,C3
Agrostis scabra,0.4222,NA,67.5,1989,6,28,179,7,2,436,0.102661,e026,1985,NA,4,C3
Agrostis scabra,0.5665,NA,1.75,1989,6,28,179,7,4,10.5,0.12746801,e026,1985,NA,4,C3
Agrostis scabra,0.1386,NA,NA,1989,6,28,179,7,10,NA,0.105,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0956,NA,NA,1989,6,28,179,7,13,NA,0.1045,e026,1985,NA,4,C4
Agrostis scabra,0.1126,NA,NA,1989,6,28,179,7,14,NA,0.110212,e026,1985,NA,4,C3
Agropyron repens,0.1293,NA,320,1989,6,28,179,7,18,101,0.114417,e026,1985,NA,4,C3
Andropogon gerardi,0.2929,NA,401,1989,7,13,194,7,19,132,0.103214,e026,1985,NA,4,C4
Agropyron repens,0.1521,NA,NA,1989,6,28,179,7,23,NA,0.109652,e026,1985,NA,4,C3
Agropyron repens,0.0835,NA,402.25,1989,6,28,179,7,24,233.5,0.11260699,e026,1985,NA,4,C3
Poa pratensis,0.0936,NA,NA,1989,6,28,179,7,26,NA,0.10556801,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0821,NA,NA,1989,6,28,179,7,27,NA,0.10825601,e026,1985,NA,4,C4
Schizachyrium scoparium,0.085,NA,NA,1989,6,28,179,7,28,NA,0.105604,e026,1985,NA,4,C4
Poa pratensis,0.1228,NA,NA,1989,6,28,179,7,37,NA,0.113027,e026,1985,NA,4,C3
Agrostis scabra,0.4817,NA,3.5,1989,6,28,179,7,38,3.75,0.108083,e026,1985,NA,4,C3
Andropogon gerardi,0.3397,NA,323.5,1989,7,13,194,7,41,164,0.116109,e026,1985,NA,4,C4
Agrostis scabra,0.3138,NA,8.75,1989,6,28,179,7,46,91.5,0.106879,e026,1985,NA,4,C3
Agrostis scabra,0.1803,NA,31.75,1989,6,28,179,7,48,327,0.113625,e026,1985,NA,4,C3
Agropyron repens,0.0999,NA,341.75,1989,6,28,179,7,49,224,0.117408,e026,1985,NA,4,C3
Agropyron repens,0.1172,NA,473.5,1989,6,28,179,7,55,164.5,0.10603199,e026,1985,NA,4,C3
Poa pratensis,0.15,NA,NA,1989,6,28,179,7,58,NA,0.115704,e026,1985,NA,4,C3
Agropyron repens,0.0979,NA,NA,1989,6,28,179,8,1,NA,0.053567,e026,1985,NA,4,C3
Agropyron repens,0.1375,NA,91.75,1989,6,28,179,8,2,103,0.063309,e026,1985,NA,4,C3
Andropogon gerardi,0.172,NA,96,1989,7,13,194,8,3,82,0.054411,e026,1985,NA,4,C4
Agropyron repens,0.1396,NA,108.75,1989,6,28,179,8,5,70.25,0.060007,e026,1985,NA,4,C3
Agropyron repens,0.0702,NA,185.25,1989,6,28,179,8,7,122.5,0.054471,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0755,NA,NA,1989,6,28,179,8,10,NA,0.053379,e026,1985,NA,4,C4
Agrostis scabra,0.2966,NA,23,1989,6,28,179,8,13,108,0.063916,e026,1985,NA,4,C3
Agrostis scabra,0.2676,NA,18.75,1989,6,28,179,8,14,23.25,0.049977,e026,1985,NA,4,C3
Agrostis scabra,0.344,NA,170.25,1989,6,28,179,8,15,193.75,0.054799,e026,1985,NA,4,C3
Agrostis scabra,0.157,NA,171,1989,6,28,179,8,16,206,0.049421,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0835,NA,NA,1989,6,28,179,8,21,NA,0.043353,e026,1985,NA,4,C4
Agrostis scabra,0.0735,NA,NA,1989,6,28,179,8,22,NA,0.046308,e026,1985,NA,4,C3
Schizachyrium scoparium,0.055,NA,NA,1989,6,28,179,8,23,NA,0.048637,e026,1985,NA,4,C4
Poa pratensis,0.1821,NA,NA,1989,7,13,194,8,24,NA,0.053663,e026,1985,NA,4,C3
Agropyron repens,0.1029,NA,88,1989,6,28,179,8,27,91.75,0.047643,e026,1985,NA,4,C3
Andropogon gerardi,0.1463,NA,216,1989,7,13,194,8,28,94.25,0.059104,e026,1985,NA,4,C4
Agrostis scabra,0.0854,NA,NA,1989,6,28,179,8,38,NA,0.051331,e026,1985,NA,4,C3
Poa pratensis,0.0493,NA,NA,1989,6,28,179,8,42,NA,0.049389,e026,1985,NA,4,C3
Poa pratensis,0.1465,NA,NA,1989,6,28,179,8,45,NA,0.046373,e026,1985,NA,4,C3
Agrostis scabra,0.062,NA,67.5,1989,6,28,179,8,48,173.5,0.049787,e026,1985,NA,4,C3
Agrostis scabra,0.1607,NA,NA,1989,6,28,179,8,63,NA,0.047393,e026,1985,NA,4,C3
Agropyron repens,0.1077,NA,NA,1989,6,28,179,9,2,NA,0.043594,e026,1985,NA,4,C3
Agropyron repens,0.1071,NA,53,1989,6,28,179,9,3,34,0.036069,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0468,NA,NA,1989,6,28,179,9,9,NA,0.042763,e026,1985,NA,4,C4
Poa pratensis,0.0328,NA,NA,1989,6,28,179,9,10,NA,0.043323,e026,1985,NA,4,C3
Agrostis scabra,0.0214,NA,NA,1989,6,28,179,9,11,NA,0.040812,e026,1985,NA,4,C3
Poa pratensis,0.0844,NA,NA,1989,6,28,179,9,12,NA,0.038711,e026,1985,NA,4,C3
Agrostis scabra,0.1811,NA,2.5,1989,6,28,179,9,17,84,0.035981,e026,1985,NA,4,C3
Agrostis scabra,0.1736,NA,15.25,1989,6,28,179,9,18,154.5,0.039684,e026,1985,NA,4,C3
Agrostis scabra,0.1394,NA,39.25,1989,6,28,179,9,20,144.75,0.037171,e026,1985,NA,4,C3
Agrostis scabra,0.1222,NA,20,1989,6,28,179,9,27,75.25,0.038045,e026,1985,NA,4,C3
Agrostis scabra,0.0842,NA,43.25,1989,6,28,179,9,28,128.75,0.035548,e026,1985,NA,4,C3
Andropogon gerardi,0.1453,NA,188,1989,7,13,194,9,36,37.5,0.041614,e026,1985,NA,4,C4
Schizachyrium scoparium,0.0387,NA,NA,1989,6,28,179,9,38,NA,0.043308,e026,1985,NA,4,C4
Schizachyrium scoparium,0.0739,NA,NA,1989,7,13,194,9,39,NA,0.041235,e026,1985,NA,4,C4
Poa pratensis,0.0538,NA,NA,1989,6,28,179,9,40,NA,0.045331,e026,1985,NA,4,C3
Agropyron repens,0.1356,NA,93.5,1989,6,28,179,9,52,64.25,0.04106,e026,1985,NA,4,C3
Agrostis scabra,0.165,NA,2.25,1989,6,28,179,9,53,139.5,0.039693,e026,1985,NA,4,C3
Agrostis scabra,0.0829,NA,NA,1989,6,28,179,9,56,NA,0.041359,e026,1985,NA,4,C3
Agropyron repens,0.1921,NA,94,1989,6,28,179,9,59,50.25,0.035538,e026,1985,NA,4,C3
Agropyron repens,0.1262,NA,51.25,1989,6,28,179,9,62,51.25,0.028088,e026,1985,NA,4,C3
Andropogon gerardi,0.3431,NA,88.5,1989,7,13,194,9,64,53.5,0.036435,e026,1985,NA,4,C4
Agrostis scabra,0.1213,NA,8.25,1989,6,28,179,10,1,83.25,0.041021,e026,1985,NA,4,C3
Agrostis scabra,0.0393,NA,86,1989,6,28,179,10,3,157.5,0.043456,e026,1985,NA,4,C3
Agrostis scabra,0.0478,NA,15.75,1989,6,28,179,10,9,141,0.053624,e026,1985,NA,4,C3
Agrostis scabra,0.3076,NA,5.5,1989,6,28,179,10,10,103.75,0.044795,e026,1985,NA,4,C3
Poa pratensis,0.0489,NA,NA,1989,6,28,179,10,12,NA,0.044878,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0534,NA,NA,1989,6,28,179,10,15,NA,0.039192,e026,1985,NA,4,C4
Poa pratensis,0.0831,NA,NA,1989,6,28,179,10,16,NA,0.042851,e026,1985,NA,4,C3
Andropogon gerardi,0.2674,NA,37.5,1989,7,13,194,10,23,65,0.048336,e026,1985,NA,4,C4
Agropyron repens,0.2103,NA,102.5,1989,6,28,179,10,27,62,0.049628,e026,1985,NA,4,C3
Agropyron repens,0.1187,NA,143.75,1989,6,28,179,10,34,108.25,0.048636,e026,1985,NA,4,C3
Agropyron repens,0.087,NA,NA,1989,6,28,179,10,35,NA,0.054307,e026,1985,NA,4,C3
Agrostis scabra,0.0899,NA,NA,1989,6,28,179,10,38,NA,0.053432,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0565,NA,NA,1989,6,28,179,10,39,NA,0.054114,e026,1985,NA,4,C4
Schizachyrium scoparium,0.1173,NA,NA,1989,6,28,179,10,42,NA,0.056031,e026,1985,NA,4,C4
Poa pratensis,0.1556,NA,NA,1989,6,28,179,10,43,NA,0.04639,e026,1985,NA,4,C3
Agrostis scabra,0.0931,NA,NA,1989,6,28,179,10,44,NA,0.048493,e026,1985,NA,4,C3
Agrostis scabra,0.1094,NA,5.75,1989,6,28,179,10,45,19.75,0.05234,e026,1985,NA,4,C3
Agrostis scabra,0.1839,NA,52.25,1989,6,28,179,10,48,196.5,0.049201,e026,1985,NA,4,C3
Agropyron repens,0.1303,NA,130.5,1989,6,28,179,10,57,94,0.052048,e026,1985,NA,4,C3
Agropyron repens,0.1158,NA,125,1989,6,28,179,10,60,102.5,0.032735,e026,1985,NA,4,C3
Andropogon gerardi,0.2122,NA,170,1989,7,13,194,10,61,46.5,0.036255,e026,1985,NA,4,C4
Poa pratensis,NA,NA,NA,1989,NA,NA,NA,11,1,NA,NA,e026,1985,NA,4,C3
Schizachyrium scoparium,NA,NA,NA,1989,NA,NA,NA,11,2,NA,NA,e026,1985,NA,4,C4
Agrostis scabra,NA,NA,NA,1989,NA,NA,NA,11,3,NA,NA,e026,1985,NA,4,C3
Agrostis scabra,NA,NA,NA,1989,NA,NA,NA,11,4,NA,NA,e026,1985,NA,4,C3
Schizachyrium scoparium,NA,NA,NA,1989,NA,NA,NA,11,5,NA,NA,e026,1985,NA,4,C4
Agropyron repens,NA,NA,NA,1989,NA,NA,NA,11,6,NA,NA,e026,1985,NA,4,C3
Agrostis scabra,NA,NA,NA,1989,NA,NA,NA,11,7,NA,NA,e026,1985,NA,4,C3
Agrostis scabra,NA,NA,NA,1989,NA,NA,NA,11,8,NA,NA,e026,1985,NA,4,C3
Agropyron repens,NA,NA,NA,1989,NA,NA,NA,11,9,NA,NA,e026,1985,NA,4,C3
Poa pratensis,NA,NA,NA,1989,NA,NA,NA,11,10,NA,NA,e026,1985,NA,4,C3
Schizachyrium scoparium,0.1727,NA,NA,1989,6,28,179,12,1,NA,0.038788,e026,1985,NA,4,C4
Agropyron repens,0.1644,NA,36,1989,6,28,179,12,2,57.25,0.034035,e026,1985,NA,4,C3
Agropyron repens,0.2073,NA,89,1989,6,28,179,12,3,87,0.03863,e026,1985,NA,4,C3
Agrostis scabra,0.1075,NA,NA,1989,6,28,179,12,4,NA,0.041143,e026,1985,NA,4,C3
Agrostis scabra,0.3536,NA,9.75,1989,6,28,179,12,8,56,0.037656,e026,1985,NA,4,C3
Agrostis scabra,0.2037,NA,27.5,1989,6,28,179,12,12,17,0.047554,e026,1985,NA,4,C3
Schizachyrium scoparium,0.0895,NA,NA,1989,7,13,194,12,13,NA,0.044289,e026,1985,NA,4,C4
Poa pratensis,0.0429,NA,NA,1989,6,28,179,12,14,NA,0.044124,e026,1985,NA,4,C3
Agropyron repens,0.3042,NA,281.25,1989,6,28,179,13,1,118.5,0.054653,e026,1985,NA,4,C3
Agrostis scabra,0.1828,NA,NA,1989,6,28,179,13,2,NA,0.039556,e026,1985,NA,4,C3
Schizachyrium scoparium,0.4745,NA,NA,1989,6,28,179,13,4,NA,0.045307,e026,1985,NA,4,C4
Agropyron repens,0.0627,NA,233,1989,6,28,179,13,5,98.75,0.043616,e026,1985,NA,4,C3
Poa pratensis,0.492,NA,NA,1989,6,28,179,13,6,NA,0.050275,e026,1985,NA,4,C3
Agrostis scabra,1.4066,NA,1,1989,6,28,179,13,7,0.25,0.051012,e026,1985,NA,4,C3
Schizachyrium scoparium,0.4466,NA,NA,1989,6,28,179,13,8,NA,0.049691,e026,1985,NA,4,C4
Agrostis scabra,1.0563,NA,21,1989,6,28,179,13,11,7,0.046092,e026,1985,NA,4,C3
Agropyron repens,0.1076,NA,240.75,1989,6,28,179,14,1,102.75,0.037831,e026,1985,NA,4,C3
Schizachyrium scoparium,0.1062,NA,NA,1989,6,28,179,14,2,NA,0.040674,e026,1985,NA,4,C4
Schizachyrium scoparium,0.061,NA,NA,1989,6,28,179,14,3,NA,0.049933,e026,1985,NA,4,C4
Agropyron repens,0.0626,NA,323.5,1989,6,28,179,14,4,69.75,0.050609,e026,1985,NA,4,C3
Agrostis scabra,0.0357,NA,NA,1989,6,28,179,14,6,NA,0.048708,e026,1985,NA,4,C3
Agrostis scabra,0.3178,NA,19,1989,6,28,179,14,11,44.75,0.041367,e026,1985,NA,4,C3
Poa pratensis,0.0661,NA,NA,1989,6,28,179,14,13,NA,0.037432,e026,1985,NA,4,C3
Agrostis scabra,0.3309,NA,23.75,1989,7,13,194,14,15,39,0.050511,e026,1985,NA,4,C3
Agropyron repens,0.1552,NA,148.075,1990,6,25,176,1,4,85.625,0.088656,e026,1985,NA,5,C3
Agrostis scabra,0.8355,NA,105.3,1990,6,25,176,1,8,231.075,0.080542,e026,1985,NA,5,C3
Agrostis scabra,0.2833,NA,331,1990,6,25,176,1,9,214.75,0.105603,e026,1985,NA,5,C3
Poa pratensis,0.2573,NA,353,1990,6,25,176,1,10,204.5,0.09024,e026,1985,NA,5,C3
Agrostis scabra,0.599,NA,51,1990,6,25,176,1,15,86.75,0.088833,e026,1985,NA,5,C3
Andropogon gerardi,0.7827,NA,178.5,1990,6,25,176,1,22,137.85001,0.089698,e026,1985,NA,5,C4
Agropyron repens,0.3116,NA,134.175,1990,6,25,176,1,23,77.25,0.087801,e026,1985,NA,5,C3
Agropyron repens,0.224,NA,154.25,1990,6,25,176,1,25,165.2,0.090693,e026,1985,NA,5,C3
Agropyron repens,0.4932,NA,147.75,1990,6,25,176,1,30,99.25,0.087835,e026,1985,NA,5,C3
Poa pratensis,0.7326,NA,462.25,1990,6,25,176,1,33,181.25,0.087365,e026,1985,NA,5,C3
Poa pratensis,0.4482,NA,374,1990,6,25,176,1,34,123.25,0.096605,e026,1985,NA,5,C3
Agrostis scabra,0.3351,NA,70.575,1990,6,25,176,1,36,114.25,0.076935,e026,1985,NA,5,C3
Agropyron repens,0.6411,NA,191,1990,6,25,176,1,37,135.25,0.09187,e026,1985,NA,5,C3
Agrostis scabra,0.3562,NA,73.25,1990,6,25,176,1,41,334.25,0.095879,e026,1985,NA,5,C3
Agrostis scabra,0.3893,NA,32.25,1990,6,25,176,1,43,145.5,0.074105,e026,1985,NA,5,C3
Agrostis scabra,0.5155,NA,40.25,1990,6,25,176,1,44,202.75,0.079276,e026,1985,NA,5,C3
Schizachyrium scoparium,0.2975,NA,143,1990,6,25,176,1,53,159.25,0.077572,e026,1985,NA,5,C4
Agrostis scabra,0.8208,NA,166,1990,6,25,176,1,54,178.5,0.063028,e026,1985,NA,5,C3
Schizachyrium scoparium,0.2762,NA,145.25,1990,6,25,176,1,55,133.75,0.070053,e026,1985,NA,5,C4
Schizachyrium scoparium,0.2325,NA,193,1990,6,25,176,1,56,143.25,0.061732,e026,1985,NA,5,C4
Andropogon gerardi,0.27,NA,68.25,1990,6,25,176,1,63,45.5,0.062583,e026,1985,NA,5,C4
Agropyron repens,0.163,NA,61.375,1990,6,25,176,2,5,30.25,0.025465,e026,1985,NA,5,C3
Agrostis scabra,0.2441,NA,22.5,1990,6,25,176,2,8,146.75,0.02209,e026,1985,NA,5,C3
Schizachyrium scoparium,0.1333,NA,44.5,1990,6,25,176,2,10,34,0.025594,e026,1985,NA,5,C4
Agrostis scabra,0.3293,NA,21.475,1990,6,25,176,2,11,119.25,0.024648,e026,1985,NA,5,C3
Schizachyrium scoparium,0.1024,NA,76,1990,6,25,176,2,13,67.75,0.026025,e026,1985,NA,5,C4
Schizachyrium scoparium,0.1732,NA,33.75,1990,6,25,176,2,15,26.425,0.021881,e026,1985,NA,5,C4
Agropyron repens,0.2094,NA,55,1990,6,25,176,2,18,54.75,0.023801,e026,1985,NA,5,C3
Agropyron repens,0.2364,NA,37.75,1990,6,25,176,2,20,44.75,0.021467,e026,1985,NA,5,C3
Agropyron repens,0.2946,NA,20.3,1990,6,25,176,2,22,25.725,0.0243,e026,1985,NA,5,C3
Agropyron repens,0.1896,NA,24.25,1990,6,25,176,2,23,25,0.02266,e026,1985,NA,5,C3
Agrostis scabra,0.1404,NA,106.5,1990,6,25,176,2,34,74.75,0.02621,e026,1985,NA,5,C3
Agrostis scabra,0.3621,NA,23.525,1990,6,25,176,2,36,31.15,0.02259,e026,1985,NA,5,C3
Poa pratensis,0.1279,NA,80.5,1990,6,25,176,2,37,41,0.02287,e026,1985,NA,5,C3
Poa pratensis,0.1469,NA,123.25,1990,6,25,176,2,38,61,0.024048,e026,1985,NA,5,C3
Agrostis scabra,0.7729,NA,32,1990,6,25,176,2,39,199.25,0.027309,e026,1985,NA,5,C3
Poa pratensis,0.1758,NA,101.7,1990,6,25,176,2,42,62.75,0.025552,e026,1985,NA,5,C3
Agrostis scabra,0.2544,NA,48.5,1990,6,25,176,2,43,180.5,0.026188,e026,1985,NA,5,C3
Agrostis scabra,0.1301,NA,42,1990,6,25,176,2,54,35.25,0.022721,e026,1985,NA,5,C3
Agrostis scabra,0.1821,NA,9.225,1990,6,25,176,2,56,85.475,0.02104,e026,1985,NA,5,C3
Andropogon gerardi,0.1956,NA,39.825,1990,6,25,176,2,57,32.425,0.021269,e026,1985,NA,5,C4
Andropogon gerardi,0.1673,NA,29.75,1990,6,25,176,2,62,23,0.020358,e026,1985,NA,5,C4
Schizachyrium scoparium,0.057,NA,12,1990,6,25,176,3,1,19.25,0.009002,e026,1985,NA,5,C4
Agrostis scabra,0.0909,NA,5.75,1990,6,25,176,3,5,7.5,0.008325,e026,1985,NA,5,C3
Agrostis scabra,0.1506,NA,7.25,1990,6,25,176,3,7,8.25,0.00793,e026,1985,NA,5,C3
Poa pratensis,0.0697,NA,14.75,1990,6,25,176,3,8,30,0.009006,e026,1985,NA,5,C3
Agropyron repens,0.1245,NA,24.625,1990,6,25,176,3,9,17.6,0.00796,e026,1985,NA,5,C3
Andropogon gerardi,0.1066,NA,9,1990,6,25,176,3,11,15,0.008133,e026,1985,NA,5,C4
Agropyron repens,0.111,NA,21,1990,6,25,176,3,12,25.5,0.00803,e026,1985,NA,5,C3
Agropyron repens,0.0948,NA,11.725,1990,6,25,176,3,13,15,0.00783,e026,1985,NA,5,C3
Agrostis scabra,0.1933,NA,18,1990,6,25,176,3,23,43.5,0.007622,e026,1985,NA,5,C3
Agrostis scabra,0.165,NA,6,1990,6,25,176,3,30,10,0.007894,e026,1985,NA,5,C3
Agrostis scabra,0.2211,NA,9.5,1990,6,25,176,3,31,11.75,0.007602,e026,1985,NA,5,C3
Agrostis scabra,0.0795,NA,7.75,1990,6,25,176,3,32,22.5,0.00807,e026,1985,NA,5,C3
Agropyron repens,0.1098,NA,29.325,1990,6,25,176,3,33,16.575,0.008424,e026,1985,NA,5,C3
Andropogon gerardi,0.0932,NA,30.375,1990,6,25,176,3,36,21.1,0.008407,e026,1985,NA,5,C4
Poa pratensis,0.0934,NA,18.25,1990,6,25,176,3,37,40.25,0.009341,e026,1985,NA,5,C3
Schizachyrium scoparium,0.0516,NA,18.25,1990,6,25,176,3,38,24,0.009353,e026,1985,NA,5,C4
Poa pratensis,0.0617,NA,62.5,1990,6,25,176,3,40,22.25,0.010684,e026,1985,NA,5,C3
Schizachyrium scoparium,0.0391,NA,31,1990,6,25,176,3,50,35.75,0.010925,e026,1985,NA,5,C4
